[[0:05 | t=5]] [музыка] Всех приветствую. Мы с вами постепенно
[[1:48:20 | t=6500]] или иначе уводить. Мы не хотим, чтобы просто там люди такие пролистали: "Класс, вы суперская компания, я пошёл дальше". Нет, мы хотим, чтобы у нас произошло какое-то дальнейшее взаимодействие. Мы человека всё-таки по воронке должны провести. В этом случае, конечно, мы сначала можем-то его в канал уводить, да, опять же, не зря мы его введём. Здесь мы как раз проговорили, что вот там мы публикуем разнообразные оформления в плане контента, что это у нас посты, сторисы и прочее. У нас есть и посты, которые тоже по-разному выглядят, да, опять же, мы интерактив
[[1:48:51 | t=6531]] некоторый размещаем. Всё это как раз полезно для того, что новая аудитория, которая приходит вот с рекламой и впервые она знает, обращает внимание, что канал действительно, ну, выглядит интересным, потому что мне не скучно, опять же, да, мне глаз не замыливается, и интересно, что как тут преподнесёт. Отсюда как раз и такой важный момент, что сначала мы на рельсы ставим работу с нашим каналом, потом уже выходим вовне. А другой момент, да, куда мы можем переведить в аудиторию, это, конечно же, сайт, как такой древний инструмент, древний способ. Это вполне
[[1:49:22 | t=6562]] себе логично, когда нам и нужно, чтобы люди были на сайте. Но при этом есть и другие возможности, чтобы, скажем, не уводить человека с площадки, да, с Телеграма. То есть не только в канал тогда мы можем переводить, а ещё в чатботы или вебапы. Значит, чатбот, а, начнём как раз с него, потому что тут всё взаимосвязано получается. А я думаю, тут много про чатбот-то можно не рассказывать, потому что много, ну, давно существует этот инструмент, и тем не менее он полезен тем, что можно по-разному его организовать. Можно как
[[1:49:53 | t=6593]] раз использовать его, чтобы коммуникацию оперативную устраивать, да, ответы на час задаваемые вопросы или вот оставить свои контакты как некий лидмагнит даже использовать, когда вот напиши в чатбот, ответь на пару вопросов и вот ты там получишь какой-то полезный или э просто классный материал. При этом польза ещё состоит в том, что когда пользователь активирует этот чатбот, мы можем рассылать на него уведомления. А при этом мы можем получить от него данные и сделать сегментацию, условно даже по тому, там какое имя у него указано, и
[[1:50:25 | t=6625]] таким образом, хоть и вручную, но тем не менее проверить, где может быть мужской пол, где женский. И таким образом наша рассылка тоже получится индивидуальной. Аа, конечно, ещё один плюс - это то, что когда мы, в принципе, слышим фразу чатбот, слово чатбот, то в первую очередь у нас, скорее всего возникает ассоциация именно с Телеграмом, хотя чатботы есть и во ВКонтакте и в Ватсаппе. Ну и при этом сами чатботы полезно использовать не только для онлайн-активности, что человек вот только в интерне, ну, как просто в онлайне использует, можно ещё и для
[[1:50:55 | t=6655]] оффлайн активностей, например, как мы делаем, когда у нас есть мероприятия по нетворкингу в разных городах, в оффлайне. Там основная концепция как раз состоит в том, что люди между собой общаются, знакомятся, но не просто там рядышком с бокальчиком стоишь и давайте обсудим. Нет, как быстрые свидания, когда по столам участники ходят, представляются у каждого там по минуте и делится контактами, чем может быть полезны. И чтобы как раз это распределение происходило, чтобы э не запутаться и в
[[1:51:25 | t=6685]] общем-то каждого так не направлять, а то там 100 плюс участников обычно, то это как раз сделано через чатбот. Участник QR-код там просканировал, активировал чатбот, и ему приходит информация, что вот сейчас начинается первый раунд, переходи за этот столик, раунд закончен, вот теперь на второй раунд вот за другой столик, переходи. И вот оно начинается сообщение. Поэтому здесь можно встраивать и в другие, конечно, маркетинговые активности. И, например, даже на оффлайн мероприятиях, где на стенде QR-код опять же просканируй пару вопросов, значит, туда-сюда, и потом ты получаешь в конце
[[1:51:55 | t=6715]] некий промокод, с ним подходи на стенд, и ты что-то бесплатное как раз тот подарок получишь. Webаup, он же Miniap - это, по сути, мини-сайт, мини-приложение на базе Телеграма. Существует тоже довольно длительное время, несколько лет уж точно, но тем не менее технология развивается постепенно, и теперь она уже достигает такого уровня, что, скажем, более доступной она становится для предпринимателей, для маркетологов. Вот глядя на это определение, а кому знакомый Webп, может быть,
[[1:52:25 | t=6745]] использовали там просто плюсик или минусик поставить, кто использовал, а там создавал даже, кто просто заходил как пользователь или просто вы не использовали, не видели, но слышали. Вот сколько нас здесь таких. Так, вижу плюсики, минусики. Угу. Сейчас кому-то сечас развею этот миф. Тоже минусики. Угу. На самом деле мы про один Webп уж точно слышали и по сути мы тогда уже знакомы с
[[1:52:57 | t=6777]] этой технологии. Вот я думаю, знаком этот интерфейс. Тапольщик хомяка лето прошлого года, когда он хайпанул очень сильно. На самом деле это и есть как раз пример применения технологии Вебапа, он же Миниапа, когда, да, выглядит как мобильное приложение, но по факту всё работает на базе Телеграма. Но это не единственный, э, способ использовать эту технологию, потому что не только для игр она используется, потому что здесь мы как раз говорим о том, что можем простроить путь клиента как раз внутри мессенджера, когда мы говорим о том, что
[[1:53:28 | t=6808]] перейди-ка ты, а, по этому боту, активируй и там оставь заявку. То есть мы не на сайт уводим, не в канал, где тоже также укажем, допустим, ссылку на сайт или там напиши нам в личку. Нет, всё максимально тут тоже автоматизировано и будет. А, например, как сделал X5 пакет, то, что вот зарегистрируйся в нашей системе лояльности, чтобы получать скидки, бонусы и всё прочее. Но для этого не переводят на сайт, не говорят скачивай приложение, а прямо вбапе телефон указывай по свои предпочтении. Дальше ты
[[1:53:59 | t=6839]] попадаешь каталог каталог, и ты можешь уже выбирать товары, которые тебе интересны. или альфострахование, где, в общем-то, тоже, чтобы не переводить на сайт, где много контента и, может быть, пользователь запутается, а где находится кнопка для заявки. Вот здесь уже сразу же крупно ОСАГ каска. Нажимаешь, и там, в принципе, преследуют вопросы о том, что что и как это тут работает. Впервые вижу хомяка. Ну, теперь мы знаем, что такое хомяк. Э технология и тем не менее вот она
[[1:54:29 | t=6869]] используется для таких моментов тоже. А miniup можно ли pixеel Яндексметрики вставить? Увы, нет. Это так как считается всё-таки сторонней площадкой и, допустим, не как через условную эпметрику, когда у нас есть своё мобильное приложение. Здесь придётся всё-таки использовать тогда конструкторы этих самых миниапов, чтобы и была возможность тогда проводить какую-то аналитику. Опять же, пока ещё Telegram не настолько развил этот инструмент, чтобы условно мы получали такую же аналитику, как по сайту, через Яндексметрику. Но тем не менее,
[[1:54:59 | t=6899]] учитывая, что можно в вебапах проводить платежи, то есть пользователи могут по сути как покупать здесь в вебапах, то технология уже довольно интересно здесь-то и выглядит. По Telegram, э, мы её назовём всё-таки реклама интергетированной, и это, в общем-то, тот инструмент, который нам позволяет запустить объявление и на конкретные каналы, и на тематике каналов, то есть, условно, там, бизнес, бьюти и так далее. И здесь мы как раз говорим о том, что мы можем настраивать объявление просто с текстом, с
[[1:55:29 | t=6929]] картинкой, видео, так чтобы опять же завлечь внимание аудитории. И потом в отдельном рекламном кабинете мы тогда отслеживаем по нему статистику. Пока что ставки идут только по CPму, то есть за 1.000 показов в евро. Но в итоге мы за этим как раз следим и можем корректировать всё, как, допустим, в ВК рекламе или в Яндекс-Директе. А реклама показывается как в конце каналов, так и между постами в этом же самом канале. Опять же, чтобы это всё максимально развить и можно было как раз использовать для своего продвижения. Или
[[1:56:01 | t=6961]] же мы можем запустить точно также рекламу в каналах, то есть она будет в каналах показываться, но через Яндекс. Мы тогда её назовём рекламой контекстной. Ну просто опять же справедливости ради, потому что через ЯндексДирект всё это и запускается. А особенности в том, что да, её можно создать таким образом, что мы заходим в кабинете в создание компании, выбираем единую Performance компанию, дальше в местах показа настройка компании выбираем, что нам нужны Telegram-каналы и затем уже настраиваем тематики в настройках группы, настраиваем вручную и
[[1:56:31 | t=6991]] выбираем подходящие нам аэ категории этих самых каналов. И тогда уже на уровне объявления мы как раз настраиваем наш креатив с картинкой, с текстом. И в конечном итоге это в каналах-то и будет показываться. Но, э, здесь есть одна, во-первых, особенность. Это в том, что пока ещё не так много каналов мы можем задействовать для этого продвижения, потому что здесь работает такой же такая же механика, как, например, у Гугла с Ютюбом. То есть, э, чтобы рекламу показывать в Ютбе, нужно это запустить
[[1:57:02 | t=7022]] через Google Ads. И тогда, когда ты смотришь видео, у тебя там сверху появится ролик, ты там ждёшь заветную кнопку "Пропустить", да, через 5 секунд. Так вот, авторы этих каналов, сверху видео которых показывается этот рекламный ролик, они как бы с этого процент зарабатывают. Это монетизация. У Яндекса с Телеграмом аналогичная история. Автор Telegram-канала обращается, условно обращается в Яндекс. Они подписывают партнёрский договор и теперь, как автор канала говорит о том, что да, даю добро, чтобы в моём канале
[[1:57:32 | t=7052]] показывалась реклама, которая запускается через ЯндексДирект. И тогда автор с этого как раз и зарабатывает. При этом, говоря, что про Telegram, что про рекламу через Яндекс, конечно, не стоит воспринимать это как какая-то панацея, что сейчас всё будет классно, всё заработает и нам а не нужно будет за этим следить. Конечно, следить нужно. Это тоже рекламный инструмент, который нам необходимо в общем-то под себя адаптировать. И более того, есть и уникальные вот эти ошибки, которые относятся непосредственно к рекламе в Telegram.
[[1:58:02 | t=7082]] Это то, что персонализация, она так или иначе важна. То есть мы указываем тематику каналов, конкретные каналы. Всё равно нам нужно учитывать, что это за аудитория, и тогда под неё подстроиться. Как, например, сделал э Havel, они запустили через Telegram Ads рекламу на каналы конкурентов и в объявлении как раздели сделали персонализацию в виде того, что упоминали конкурента. Ну, не напрямую, иначе это будет нарушение закона о конкуренции, но это всё так обыграли. Например, а пользователям, кто
[[1:58:32 | t=7112]] зашёл в канал завода Москвич Хавел пишет в объявлении: "Москвичи предпочитают Havel". И точно также они прошлись по другим конкурентам. И это вот, во-первых, и персонализировано получилось. Во-вторых, и это попало ещё даже в СМИ, то, что вот такой внезапно, а, пиар-прорыв произошёл. Вот. А, но если возвратиться к Telegram, то есть, да, в Яндексе мы можем запустить там, ну, условно, на 5.000 руб. и вообще будет всё в порядке. То есть, ну, как реклама запустится. В случае же с Телеграма здесь история немножечко
[[1:59:02 | t=7142]] другая. Минимальные пороги входа. Если мы заводим напрямую, то нам нужно закинуть на баланс Telegram всего лишь 2 млн евро. Ээ да, немножечко некомфортная сумма, поэтому есть другая возможность запустить через реселлеров. Это такие как посредники, официальные представители Telegram, э через которых можно пополнить, заниматься пополнением бюджета. Ты всё равно тогда работаешь в интерфейсе Telegram Ads. Просто платёжный шлюз у тебя будет немножечко отличаться. Через посредников всё это и
[[1:59:32 | t=7172]] делаешь. При этом реселлеров таких в принципе можно много найти. А при этом, чтобы выбрать своего реселлера, здесь стоит обращать внимание то, по какому курсу они работают и как в общем-то оперативный актуализируют его. Кроме того, какие способы оплаты, что, ну, не только с банковской карты оплатить, но и, допустим, как раз с расчётного счёта. И в целом, какие вообще есть ещё дополнительные возможности, что этот сервис не является только реселлером по телеграму и больше никак тебе не поможет, потому что здесь я приведу пример, как это всё сделать,
[[2:00:04 | t=7204]] да, как подключить Telegrams через реселлера на примере Vitamin Tools, потому что, да, мы являемся тоже таким вот сервисом. С одной стороны, мы как раз и помогаем то, что я в начале рассказывал, и проходить модерацию, то, что у нас и с маркировкой всё в порядке, и возвращаем процент от пополнения бюджета. Ну и при этом как раз у нас есть и дополнительные возможности для продвижения. Кроме Телеграма есть и другие рекламные системы, которые точно также можно вот так пополнять в одном кабинете и дальше уже получать с этого процент. И при этом есть инструменты для
[[2:00:34 | t=7234]] оптимизации, ээ и в общем-то так, чтобы мы могли как раз улучшать результативность нашей рекламы. И говоря про Telegrams, как в общем-то всё это сделать, мы нажимаем, ну, переходим, естественно, на сайт vitamin.tols. Вверху справа находим кнопка регистрация. Нажимаем на неё, нам попадается такая небольшая заявка регистрация бесплатная, если что. А указываем своё имя, телефон, почту. И, в общем-то, мы после этого сразу же попадаем в рабо личный кабинет. И после
[[2:01:04 | t=7264]] этого сразу же открываем слева в меню рабочий стол. Там нас встречают перечисление рекламных систем, которые есть в витамин TOS. Находим Telegram. После этого мы заполняем здесь тоже небольшую заявку, всего два поля. В частности, там и то, какой бюджет мы планируем как раз тратить в месяц на эту самую площадку. Затем, а после того, как мы её заполнили, да, вот эти два поля, у нас будет зелёненьким гореть кнопка подключить. После чего с нами связывается менеджер Витаминту, чтобы уточнить, всё ли в порядке, мы ничего не
[[2:01:34 | t=7294]] перепутали, мы знаем, на что идём. Если всё в порядке, это не не спам и всё прочее, а или мы просто не туда нажали, то всё отлично. У нас платёжный шлюз сразу же подключается. После этого мы пополнили, перевели на Telegram и, естественно, мы уже тогда и настраиваем рекламу непосредственно в рекламном кабинете Telegrams. Всё те же настройки у нас есть. Просто теперь пополнение бюджета у нас происходит не напрямую. И в целом это тоже как раз удобно, как минимум понимая, какой есть минимальный порог кода. Поэтому здесь я приглашаю как раз зарегистрироваться в рекламном
[[2:02:05 | t=7325]] кабинете, зарегистрировать рекламный кабинет Telegrams через личный кабинет Vitamin Tools. Вот он QR-код. А или же как раз можно просто ввести Vitamin. И тем не менее всё равно вот точно так же шаги мы проходим. Ну и другой QR-код - это он тоже ведёт на сайт Vitamin Tools. И здесь тоже будет как предложение заполнить небольшую заявку. И вам на почту придёт а файлик такой вертикальный PDF-файл с большим обзором возможности по Телеграму, в том числе о том, что какие
[[2:02:38 | t=7358]] конструкторы использят для этого э в плане того, чтобы создать Webак. Поэтому здесь я не буду как раз, ну, как это, сразу не буду отвечать на этот вопрос, какие конструкты использовать. Вот как раз внутри эта информация есть. Тем более, что там и сразу инструкция, как обычно это всё выглядит, потому что есть два способа создания: через конструкторы, через, ну, или просто самостоятельно, как и с сайтами происходит, что можно сайт создать самописный на программном коде, а можно через конструктор, типа, например, LPгенератор. Поэтому вот такая история.
[[2:03:08 | t=7388]] А за какой срок нужно потратить 50.000 руб.? Здесь нет такого определения за какой срок. Мы, в принципе, пополнили это всё просто. Минимальный порог кода на балансе оно фиксируется. Там уже в зависимости от того, как мы захотим тратить и ээ насколько активно должно быть. Тем более, что всё равно мы придерживаемся того, что минимальная ставка за 1.000 показов Telegram - это 2 евро. Поэтому здесь мы можем сходить из того, что даже хоть 2 евро мы тратим в день. Ну то есть по-любому должны потратить. И мы понимаем, сколько, за сколько дней мы
[[2:03:38 | t=7418]] тогда 50.000 руб. и потратим по курсу евро. Так что вот такая вот тут история. Вот. Ну и, наконец, такой завершающий слайд. Подписывайтесь на мой Telegram-канал. -Э, тут немножечко, так, чтобы, может быть, замотивировать не в плане телеграмма, хотя опять же, а-а, последний мой пост как раз сегодня разместил про то, что, а, про нейросети, как создать картинку с со своей фотографией и, ээ, короче, чтобы было такое селфи в ночное время, как будто бы сделано фронтальную камеру, как будто бы
[[2:04:09 | t=7449]] ты сфоткался с какой-нибудь там звездой, а это сейчас популярно стало и активно в соцсетях показывается. Поэтому здесь тоже можно посмотреть инструкцию. Там сразу же и ссылка на бесплатного Telegramбота, где это можно всё и создать. Вот. А теперь возвращаясь к вопросам. Если менее 50.000, э, здесь история такая, что просто Telegram Ads не даст эту возможность вот так запустить. Просто это как требование Телеграма, что вот как бы для вашего сервиса, для реселлеров такой
[[2:04:39 | t=7479]] минимальный порог хода больше точнее меньше никак не получится. Поэтому если менее 50.000 руб. И тут я понимаю вопрос, потому что надо бы протестировать, да, к чему приведёт вообще эта реклама в Телеграме 50.000 как для теста, э, ну, не очень прямо мало выглядит. Поэтому здесь можно как раз использовать уже тогда ЯндексДирект и там, естественно, меньше 50.000 вообще без проблем. Просто такое как рекомендация, хотя бы 5.000 руб. на неделю, чтобы в итоге накопились данные и по этим данным мы поняли вообще там
[[2:05:10 | t=7510]] есть ли какие-то перспективы, потому что если меньше 5.000, реклама, конечно, проработает, но там будут совсем маленькие цифры, и мы всё равно не ответим себе на вопрос, а стоит ли э всё это дальше продолжать? Так, возвращаясь к вопросам, если они были Так, а разве премиум, да, как возвращаюсь, значит, разве премиум статус не даёт возможности от канала сторис публиковать? А, нет, тут как раз история немножко другая. Есть именно канал, а есть личный профиль. В личном профиле ты
[[2:05:42 | t=7542]] можешь так или иначе сторис опубликовать, ээ, там есть у тебя премиум аккаунт или нет премиум. Ну, именно в плане подписки. А когда мы говорим именно всё-таки про канал, это уже отдельная сущность. Мы от канала публикуем сторис. Здесь важно, чтобы про нас за нас проголосовали. И, конечно, хоть и пользователи, у кого нет премиум подписки, они тоже могут отдать свой голос, но он будет там один или два, если не ошибаюсь. У пользователей с премиум подпиской голосов побольше. И получается, если один человек с премиумом, подпиской за нас отдаёт пять голосов, то мы сразу же вот они
[[2:06:13 | t=7573]] накапливаем до уровня, и в итоге у нас появляется возможность ээ всё это публиковать. Так, гиф анимации не получается. Как видео постится? А ну-ка, сейчас попробуем, посмотрим. А сейчас так сходу, чтобы предложить сказать. Если я правильно помню, там получается, что ты действительно в галерее выбираешь э видео. Сначала оно по-любому это видео, потом же при редактировании ты указываешь, что важно, чтобы это было опубликовано как гиф анимация. Вот
[[2:06:43 | t=7603]] сейчас, конечно, точно не скажу, но э если не получится так разобраться, напишите мне. А в моём Telegram-канале подключена функция личных сообщений, а если что, она находится, когда ты в канал заходишь, справа, справа внизу иконка такая будет, как чатик. Поэтому напишите, я тогда расскажу, как это сделать, если вот тоже не получится. Вот так вот. Такое впечатление, что все вокруг миллионеры. Тут вопрос в том, чтобы не вопрос не
[[2:07:13 | t=7633]] миллионеров, скорее тут именно то, что мы просто понимаем, что какой-то инструмент нам кажется перспективным или он показал себя как перспективный, мы готовы вкладывать больше бюджета. А, то есть по-любому без бюджета мы рекламные инструменты-то и не увидим, к чему могут привести. Но это всё равно говорит о том, что, э, опять же, учитывая ограниченность, да, площадок после двадцать второго года, а то выходит, что стоимость там за за результат, за клиента она становится больше, потому что конкуренция возрастает, да, рынок
[[2:07:43 | t=7663]] перегревается. Поэтому, к сожалению, тут история такая, что про бюджеты такая тема. Но при этом, а опять же, не просто так Александр рассказывал про контент, потому что есть соцсети с логоритмической новостной ленты, что, в принципе, через контент, который мы можем создавать самостоятельно, может быть, даже и без бюджета, всё равно привлекать к себе внимание. Например, как хорошо выстреливают рилсы, потому что по рекомендациям ролики, которые сделаны качественно с точки зрения того, что э направлены на аудиторию, да, и донесена суть, в итоге это привлекает
[[2:08:14 | t=7694]] внимание, и даже с меньшим бюджетом в итоге мы можем так и продвигаться. Так я и в канале, и в личном профиле публикую при триво подписчиках без голосования. Две стори смогу публиковать. Угу. Ну тогда мы говорим о том, что кто-то в канале уже точно проголосовал, потому что когда у тебя 38 подписчиков, там нужно немножко голосов, чтобы у тебя открылся первый уровень, ты мог публиковать один сторис в день. Там, чем больше подписчиков накапливается у нас, тем больше голосов нужно, в общем-то, держать. И может быть такое,
[[2:08:44 | t=7724]] что у нас а стало внезапно 1.000 подписчиков, но новых голосов нет, и мы потеряли первый уровень. Мы не можем размещать сторис от имени канала. То есть там завязано именно на процентном соотношении проголосовавших за канал и от общего количества а подписчиков в канале. Так что вот такая тема. А для ТГ с картинками видео с минимальными, да, для Telegram Ad с картинками видео минимальный вход тоже 50.000 руб. Здесь история именно про само использование
[[2:09:15 | t=7755]] этого самого рекламного кабинета. Дальше, когда мы говорим про там объявление только с текстом, да, без визуала, а потом отдельно с картинками или видео, здесь это будет уходить сторону того, что мм ставка за 1.000 показов она будет отличаться. Здесь я сейчас точно не сориентирую по этим цифрам, потому что Telegram их сейчас обновляет. Но, конечно, у нас меньше денег будет уходить именно на объявление без картинок, там меньше ставка с видеокартинками она будет становиться всё больше и больше. Логика как раз Телеграма состоит в том, что,
[[2:09:45 | t=7785]] ну, это же привлекает больше внимания, больше просмотров, а значит, и немножечко побольше за это стоит платить. Но с другой стороны, ведь нам нужны как раз не только показы, а конкретные действия, переходы. Поэтому это может как раз сработать на то, что мы чуть больше платим за показы, чтобы в итоге на нас больше обратили внимания и совершили больше переход. Вот такая вот история. Аа, ну что ж, давайте тогда будем с вами завершать. Э-э, сейчас ещё немножко слайдов уже из другой презентации. Всё, эту тему мы с
[[2:10:15 | t=7815]] вами завершили по Телеграму. Но если у вас ещё вопросы возникает, вы обязательно пишите. Я пока немножечко потяну время и порассказываю. Значит, мы с вами провели тут уже, можно сказать, 2 часа о том, что, чтобы поговорить про маркетинг-Трафик с умом, поговорили и как раз про, по сути, аналитику, хотя аналитика у нас тут всюду была, про контент, про Telegram, то есть всё то, что и важно учитывать, чтобы мы в итоге могли практично использовать наше продвижение. А напомню, не отходя, да,
[[2:10:45 | t=7845]] ещё даже далеко от темы Телеграма, наш Telegram-канал Vitamin приглашаю на него подписаться, чтобы как раз держать руку на пульсе. Много чего полезного здесь и публикуется, да, и опять же какие-то анонсы других наших онлайн-конференций, вебинаров, мероприятий тоже публикуем, чтобы в итоге понимать, что сейчас нового происходит на рынке. А также говоря о том, что, да, вот я рассказал про то, что можно как раз ему нужно зарегистрировать рекламный кабинет через витамин Толз и через личный кабинет Витамин Tools, то здесь ещё
[[2:11:16 | t=7876]] история о том, что можно встроиться в реферальную сеть и рекомендовать Витамин Tools этого тоже зарабатывать, то есть получать процент того, что вот наши знакомые пришли и зарегистрировались. В частности, что нужно сделать? Мы точно так же регистрируем личный кабинет, всё, как и до этого показывал. Затем, э, мы как раз отправляем заявку на то, чтобы войти в эту реферальную сеть. И с нами связывается опять коллега, да, из Витаamin Tools, но уже с целью, чтобы узнать нас подробнее, чтобы сделать более персонализированное предложение
[[2:11:46 | t=7906]] для нас, которое мы уже будем транслировать на наших ресурсах. И далее как раз есть наша уникальная ссылка, по которой отслеживаются переходы с регистрации, пополнение. И в итоге мы с этого как раз зарабатываем процент. И это будет актуально также точно так же для любого вида рекламы, ээ, по которому потом запускается продвижение от того человека, который перешёл по нашей ссылке. То есть возврат рекламы до 18% происходит и для нас, э, то, что вот мы сами ведём рекламу, и для
[[2:12:16 | t=7936]] другого человека, который тоже вот перешёл по нашей ссылке, у него тоже есть вот этот вот возврат процента от пополнения бюджета. А при этом напомню, что у нас есть и помощь модерации, потому что мало ли там что-то эту модерацию не прошло или вдруг внезапно тебе ЯндексДирект заблокировали и там пишут, что всё, а сушите вёсла, нужно заводить новый кабинет. Это такой: "Ну класс, а у меня там компании остались". Поэтому здесь мы на опять же короткой ноге с техподдержкой и всегда через нас это можно разрулить. Даже если там что-то жёсткое было, будем разбираться,
