[[0:05 | t=5]] [музыка]
[[1:59:39 | t=7179]] меня, знаете, уже притупилось вот это вот у меня профи деформация, поэтому я уже не могу оценивать, знаете, ролики со стороны вот прикольные, не прикольные. Я оцениваю их со стороны вирально, неверально. вообще, что мы с него получим. Вот поэтому всегда вот этот свежий взгляд, приятно видеть. По поводу Reals, а получается, с него мы получили, а, больше тысячи подписок, больше 2 млн, а, да, а, более 2 млн просмотров и
[[2:00:09 | t=7209]] почти миллион охватов. А, да, нас посмотрело, э, 1 млн практически уникальных человек, вот прямо людей. И при этом всём стоимость рекламы была 12.765 руб. Это с налогом, да? Блогер получил за него только 12.000 руб. И давайте узнаем, почему. Естественно, я не буду вас это терзать, мучать. Так, переключилось. Всё. А всё строится через доверие к блогеру и
[[2:00:39 | t=7239]] его видению, потому что инфлюнс-маркетинг построен и завязан, в принципе, только на блогере, да? Когда мы к нему приходим, мы приходим к человеку, который имеет свою аудиторию уже, да, и он её строил под себя, она похожа на него, он знает её паттерны поведения. И поэтому здесь мы не строили никакие рамки, просто ему дали наши тезисы и сказали: "Вот, твори". Главное, чтобы это вот было про наш бренд с нашими тезисами. Формат свободный, но,
[[2:01:10 | t=7270]] естественно, ремарка на этичности. А при том, что вот во втором ролике, почему он, да, не залетел, если к нему обращаться, то здесь мы пришли к блогеру и сказали: "Вот мы хотим такой простой, потому что мы хотим протестировать". Нас блогер предупредил, что, ну, у него такой обычно не заходим, не заходят, а мы такие: "Нет, мы мы эксперты, мы знаем, давай вот такое делай". А мы же деньги платим. Это было ещё года полтора назад, э, когда мы ещё не дошли до таких примитивных выводов, но очень эффективных. Второе, мы вызвали
[[2:01:41 | t=7301]] общественный резонанс, да, потому что вот эта вот всегда тема натуральный белок весь против протеинов, оно всегда цепляет. И вот вы можете видеть на слайде, а я прикрепил специально скрины из комментов. Там люди борятся, да, вот это вот у вас некорректное сравнение, а там вы вообще что, протеин только питаете вместо еды. Вот это вот всё. И самое главное, мы учитывали тренды, которые любит аудитория, да, мы доверились блогеру, и он сказал, что у меня залетает вот сейчас, да, на период
[[2:02:12 | t=7332]] времени вот такие вот коротенькие тупые рилсики, где я вот так просто держу 5 секунд и всё. И мы такие: "Ну, давай протестируем". И, естественно, ещё учитыва лица, которое уже перенасыщена, знаете, и рецептами, и какой-то полезной пользой. Вот это вот, когда тебе приходит и рассказывают, что вот этот белок, он вот обогащает тебя лучше, чем вот этот. И мы упростили. Там было в описании чуть более подробно, почему протеин, да, у нас хороший, почему его стоит есть вместо творога. Но ролик
[[2:02:43 | t=7363]] совершенно просто посмеяться, скинуть друзьям, я не знаю, и сва и свайпнуть обратно. Вот, надеюсь, интересно. Ой, я тут ещё комменты не успеваю листать. Сорри. А, отвлекаюсь. Ну, давайте продолжим дальше. Вы скажете: "Да, это круто, но как прийти к этому всему?" И я скажу, что всё начинается на этапе стратегия, потому что рынок блогеров у нас просто огромный. У всех свои правила, вот это вот свои заморочки, своя этика, стиль,
[[2:03:14 | t=7394]] аудитория и всёвсёвсё остальное. Поэтому надо учитывать всё на этапе стратегии, потому что стратегия - это у нас половина успеха, а вторая - это уже правильный подход к работе. А в DС мы на этапе стратегии вообще это самый главный этап, когда вы к там приходите на работу с блогерами. Первое, на что вы попадаете - это вот именно работа по стратегии. 3 недели она обычно занимает, иногда чуть меньше, иногда чуть дольше. А, и на этапе стратегии мы прописываем абсолютно
[[2:03:45 | t=7425]] всё от сегментации блогеров по соответствую профилософии бренда, да, не только его охваты. Плюс мы сразу понимаем задачи бренда, фиксируем их и работаем от от этих задач, а не от списка блогеров. Да, и самое важное, что, наверное, отличает нас от каких-то конкурентов, да, это то, что мы работаем не просто по метрим не по не просто по метрикам, а по химии с блогером. Насколько он соответствует нашему видению, да, человека, который
[[2:04:17 | t=7457]] должен представлять наш бренд, может быть, может ли он быть лицом нашего бренда. И мы всегда учитываем, что связка у нас идёт таким образом, что сначала идёт УТП бренда, далее у нас идёт идея и уже после этого реализация под блогера. И вот только тогда у нас выходит не просто размещение, да, что вот кто-то там посмотрел из аудитории блогера и всё, а оно становится веральным, как в кейсе, котором я показал. Вот так. Вот так переключилась,
[[2:04:48 | t=7488]] да? А, и сейчас переходим к более такой полезной части, вот, в которой я хочу дать вам больше пользы, чтобы вы ушли отсюда с какими-то новыми мыслями, да, может быть, проанализировали работу своих команд и поняли: "О, вот это вот мы не делаем или это мы делаем по-другому? А может протестировать нам то, что я вам сейчас расскажу?" Аа главное в работе с блогерами, по моему мнению, это у нас коммуникация, доверие блогеру, потому что мы берём рекламу, потому что нам нравится человек
[[2:05:19 | t=7519]] и его ценности, а не только его охват. А чёткие технические задания и документы и выстранные процессы в команде. Далее по коммуникации. Начнём с неё, потому что коммуникация - это базовая база. А-э, и начну, э, с коммуникации с аудиторией. На этапе планирования, на этапе стратегии всегда на надо очень важно определить, как мы общаемся с нашей аудиторией, да, то есть выстроить
[[2:05:50 | t=7550]] правильный тов бренда T of voice. А, ну мы это выстраиваем, конечно, чуть по более сложным вопросам, чем на экране, но если по-простому, то можно сегментировать. Так вот, мы хотим быть важным умным дядькой, и у нас бренд, да, который, которому подойдёт важный умный дядька, я не знаю, какие-нибудь у нас башеные краны, а и поэтому мы важный умный дядька, который вот должен всем говорить, что только так, так и так, больше никак. Или мы такой друг, который приходит и рассказывает: "Блин, а я вот
[[2:06:21 | t=7581]] вчера купил, попробовал, вот мне понравилось и вообще вот зажигает эмоциями". Да, мы продаём в нашем контенте, а, с блогерами или просто обычном контенте, или мы вовлекаем через эмоции, чтобы уже сформировать с аудиторией более тёплые отношения, да, и мы серьёзные, грозные там или свои мягкие. И вот через вот эти вопросы и через выстраивание правильно Ton of Wice бренда мы напрямую влияем, как мы будем
[[2:06:51 | t=7611]] выбирать блогеров, потому что именно через них мы говорим, а что мы бренд, вот они должны отражать нас. Далее, по коммуникации с блогером. Это мой любимый слайд, потому что я искал скрины для него, наверное, минут 30. Ах, значит, первый скрин просто прекраснейшая. Это вот реальная переписка, если что. Это реальные скрины из переписок. А первые, да, у нас с вами ничего не получится. А конкретно у меня,
[[2:07:22 | t=7642]] конкретно с вами. А это у нас была ситуация, когда к нам пришёл стажёр. Это было, наверное, год назад. А и мы ему дали вот коммуникацию с одним блогером, чтобы он научился. При том, что блогер был, а, максимально лоялен к нам. А, да, мы с ним уже работали, и мы ввели его, сказали, что вот у нас новый стажёр, пожалуйста, поработайте с ним. И вот такое сообщение, наверное, через неделю коммуникации с нашим стажёром пришло от блогера стажёру в личку. А, и это
[[2:07:54 | t=7674]] показывает, почему нам важна правильная коммуникация с блогером, чтобы как минимум мы не срывали рекламы, да, а вообще лучше строить партнёрские отношения, получая выгодные скидки и приоритет на размещение. А, и это мой пример. Вот скриншот второй. Добрый день. Подскажите, у вас есть мест на рекламу? У нас там произошла ситуация, что новый блогер просто резко сорвал рекламу без объяснения причин. Просто пропало. У нас уже как бы всё распланировано было. И мы пришли к нашему, который уже с которым давно
[[2:08:24 | t=7704]] работаем, с которым у нас уже есть какие-то наработанные контакты. И нас взяли. При том, что это сообщение было отправлено, наверное, в среду вечером. нас поставили на следующий день. И вот благодаря тому, как грамотно ты выстраиваешь отношения с блогерами, аа уже получается прекрасный симбиоз, да, уже можно получать какие-то скидки, какую-то приоритетное размещение, потому
[[2:08:54 | t=7734]] что менеджер по блогерам - это главное коммуникационное лицо между брендом и и блогером. Это вот единственное, кто связывает их. Поэтому очень важно, чтобы ваши менеджеры, которые работают у вас на проектах, да, они были грамотными спецами в коммуникации. Далее переключилась. Поэтому выводы у нас к этому таковы. Нужно понимать, что за любыми успешными интеграциями стоит у
[[2:09:24 | t=7764]] нас грамотное коммуникационное лицо, как между брендом и блогером, так и между брендом и командой агентства. Поэтому нужно всегда выстраивать партнёрские отношения. Это самый главный ключ к успеху. Вот. И тут такие небольшие пункты, да, что вообще, как это выстроить, на что обращать внимание. Самое главное - это общение на равных, потому что у нас одна цель - это получить эффективное размещение. На это
[[2:09:56 | t=7796]] стремится и блогер, и мы. Мы должны говорить с блогером как с человеком. на человеческом языке, а не просто, да, какое-то вот сухое ТЗ и всё, а люди откликаются на людей. Общайтесь с человеком как с человеком, но в рамках, естественно, партнёрских отношений. Чёткие рамки проводим с человеческим отношениям, да? То есть если блогер говорит, что смотрите, я вот вижу свою аудиторию так и вот это залетит лучше, то давайте его послушаем, а дадим ему наши тезисы и пойдём. получим классное
[[2:10:28 | t=7828]] кайфовое размещение, которое залетит, получит кучу охватов. Ответственность с обеих сторон - это, естественно, потому что, да, если блогер всё сделал вовремя, а бренд тормозит согласованием, да, по 2-3 дня, то, ну, как бы тут уже начинается вина бренда, поэтому ответственность должна быть с обеих сторон. И честность - это самое главное, потому что в человеческих отношениях без честности выжить невозможно. Вот.
[[2:10:58 | t=7858]] по поводу доверия блогеру, да, или как выиграть джекпот. Мне нравилось, как я формировал эти заголовки. Самое главное, что я хочу донести до всех, что люди покупают у людей. И поэтому вообще существует инфлуенсмаркетинг. Поэтому, да, кто-то из вас задумывается или уже давным-давно работает с инфлюнсмаркетингом, потому что блогер - это, по факту тот же, а, друг, который нативно рассказывает о том, что вот он что-то получил, вот ему нравится и вот
[[2:11:28 | t=7888]] даёт ссылку, и благодаря этому уже происходит какой-то интерес аудитории к вашему продукту или, а, сервису. Поэтому нужно продавать через блогеров, через эмоции, через он не нравится, через контакты. общения, приятные моменты. И поэтому вот именно этим отключается инфлюнс-маркетинг. И главное не забывать, что охват - это у нас одна из ключевых метрик, естественно, но неважнейшая, потому что, ой, у меня тут слетели, кстати. Ну ладно. А потому что
[[2:11:59 | t=7919]] у нас самое важнейшее - это отбирать блогеров не только по количеству, да, охвата подписчиков и вот других каких-то количественных метрик, но и по качеству, потому что если у него там миллион подписчиков, миллиона хвата, но его все хейтят, ну зачем вам туда идти, чтобы и вас хейтили? Вот поэтому, ну, делайте [музыка] выводы. А по поводу доверия блогера ещё тоже вот такой вот составил пунктики. Самые главные. Нужно научиться доверять
[[2:12:31 | t=7951]] блогеру. Если вы выбрали, да, что он будет вашим контактным лицом между вашей аудиторией и вами, то нужно ему довериться, потому что он знает свою аудиторию. Он строил её вокруг себя, он с ней рос, и она на него очень похожа, потому что люди не приходят к другим людям, а, там, без причины. У них есть что-то общее, поэтому, да, на него и подписаны, поэтому им, его аудитории интересно его смотреть. Поэтому вот такие вот пунктики: "Доверяй блогеру,
[[2:13:01 | t=7981]] дай ему пространство". Потому что жёсткий скрипт или, я не знаю, когда вы набираете команду каких-то вот своих креативщиков, которые прописывают какой-то креативный и не учитывая блогера, ну это сразу путь в провал. А важно не диктовать сверху, потому что мы выстраиваем партнёрские отношения, потому что блогер такой же партнёр, как и а какой-то ваш соисполнитель, да? учитывать не только цифры, потому что у нас были очень многие ситуации, когда у
[[2:13:31 | t=8011]] нас, я не знаю, реклама залетела на миллион, но мы с неё там получили, я не знаю, там 30 подписчиков, две продажи. А бывали ситуации, когда у нас реклама по факту-то, да, по цифрам не залетела, она там набрала 30.000 просмотров, но к нам пришли очень лояльные, очень активные, там, не знаю, 60-100 подписчиков, которые у нас ещё потом выкупили на какое-то количество денег. Поэтому важно учитывать не только цифры, но ещё и качества. И важно всегда помнить, зачем ты пришёл
[[2:14:02 | t=8042]] к блогеру, зачем ты здесь, потому что ты покупаешь, а доверие его аудитории. Ты покупаешь не только размещения, не только цифры. Ты покупаешь то, что блогер настраивает свою аудиторию на доверие к тебе. Вот поставьте огонёчки, если вообще интересно. Я мне всегда вот это, знаете, важно какой-то отклик. Спасибо. Ах, про бумажки, честно, и договорённости. Я вообще не люблю, а вот
[[2:14:34 | t=8074]] это вот всё, потому что не знаю, насколько тут сидят сейчас прямо очень взрослые люди, знаете, какие-то такие опытные прямо бизнесмены, но по моему ощущению вообще никому не интересны эти бумажки, договоры и всё остальное, потому что это чисто вот эта вот бюрократическая работа, но при этом она очень важная. А, и тут про бумажки, да, про бумажки с блогерами, про договор. Вообще зачастую у нас блогеры, они, если у них нет менеджера, они очень ветренные. Они люди
[[2:15:05 | t=8105]] такие максимально в отлёте, они максимально вот такие вот прямо творческие. И, знаете, им всё земное неинтересно, им нужно творить. А поэтому здесь важно фиксировать все договорённости, особенно в договорах, особенно сейчас, когда у нас уже сточился закон, да, по маркировке рекламы, появились вот эти вот обязательные трёхпроцентные отчисления, а сейчас, ну, и маркировка, в принципе, за неё уже штрафуют. Поэтому в договоре
[[2:15:35 | t=8135]] важно учитывать, э, ну, некоторые такие самые главные пункты. Это, естественно, кто отвечает за маркировку и подачу отчётности. Это по закону должно быть прописано в этом договоре. Если этого у вас нет, то сходите, пожалуйста, к юристу, чтобы вам этот пункт добавили. А про срок предоставления закрывающих документов, потому что для бизнеса это важно, да, если вы там сидите на системе доходы минус расходы. Если у вас нету акта чека по интеграции, то это вам улетит и добавится к нему это в налог к
[[2:16:08 | t=8168]] вам. А также очень важно прописывать во всех документах с блогерами срок размещения, потому что они очень ветренные, и лучше им поставить, знаете, такую вот точку, что смотри, вот здесь и здесь, а у тебя есть рамки, ты должен выпустить там в определённую дату или в какой-то промежуток времени, чтобы у вас просто не происходила ситуация, когда реклама переносится, переносится и переносится. Это никому не надо. Ну и, естественно, ответственность за нарушение вот этих всех пунктов. Поэтому
[[2:16:38 | t=8198]] мой совет: составьте грамотный шаблон договора с юристом и уберегите себя и блогеров от лишних проблем с законом. Вот также договор, конечно, это всё очень важно, потому что по нему мы оплачиваем интеграции. Сейчас рынок вообще, в принципе, да, не оплачивается на карту в каких-то очень исключительных случаях, но, пожалуйста, не делайте так, потому что может прилететь намного сильнее, чем вы сэкономите там 6-12% с этого налога. Лучше через
[[2:17:09 | t=8229]] да самозанятость ИП блогеру через договор. Вот. Но при этом всём, а важнее договора для блогера - это техническое задание. Это документик, бумажка, на которой мы прописываем а-а все наши основные вводные, да, чтобы он погрузился в продукт и сделал нам качественную рекламу, которая залетит. По моему опыту вообще не нужно прописывать в технических заданиях
[[2:17:39 | t=8259]] какие-то сценарии на интеграцию. Можно прописать как пример, как вам, ну, нравится или как там, ну, знаете, такой примерчик, типа какую-то вводную там не знаю, подводку, но лучше просто прописать в ней тезисы ваше УТП, а то, что вы считаете важным упомянуть в рекламе и плюс дополнительные какие-то тезисы и отдать блогеру уже, чтобы он креативил, творил, потому что мы всё-таки идём к человеку, который занимается контентом, зарабатывает на
[[2:18:10 | t=8290]] этом деньги и привлекает на это подписчиков. Поэтому это его работа, и он сделает лучше, чем мы, даже если мы его там очень знаем. А также очень важно прописывать, куда мы ведём рекламу, да, ссылка на социальные сети или на сайт. Если на сайт будет промокод, то прописать там, а кто это и когда пришлёт, а где проходит съёмка или требования к окружающей среде. Да, это звучит очевидно, но всё-таки нужно тоже
[[2:18:40 | t=8320]] это прописывать, потому что иногда, знаете, могут рекламу, а как это, не знаю, с чем сравнить, э, штук для снать где-нибудь на улице. Ну зачем? Да лучше прописать. Внешний вид - это тоже очень важно прописывать, чтобы там не было никаких кричащих брендов. Знаете, вот когда они рекламируют э какие-нибудь а наушники, а знаете, такого типа среднего ценового сегмента, а сами стоят там, не знаю, Блинсига, Gucci. Ну, естественно, это сразу вызывает уже какую-то такую не
[[2:19:11 | t=8351]] не неприятную эмоцию, что и сразу видно, что это уже чисто рекламная штука. А когда необходимо прислать материалы, здесь это всегда обязательно прописывайте. У нас стоит срок за два рабочих дня, чтобы мы всё без пешек успели согласовать, если надо исправить, если надо промаркировать. Ну и ещё раз фиксируем там юридические моменты, что это юридический документ, да, прописываем, что это у нас важный юридический документ. Вот в идеале вообще его подписывать и прикреплять к
[[2:19:42 | t=8382]] договору. Вот поэтому, а вот это я уже сказал, это было вынесено на отдельный слайд, но ещё раз повторю, прописывать сценарии вообще неэффективно. Лучше прописать технические зада, господи, термины, а, у ТП бренда, продукта и отдать блогеру на его креативность. Вот. И получите очень хорошее размещение. Ну, естественно, ограничиваю его какими-то моральными рамками, да, что, не знаю, нельзя материться, если для вас это важно, там
[[2:20:12 | t=8412]] нельзя использовать какой-то жёсткий юмор, если это, да, не соответствует ээ ценностям и миссии вашего бренда. Вот. И бонусный пункт для тех, кто строитлюнс отдел в своём бизнесе, всегда делайте всё через task-менеджер. Любой, какой есть, да, там или какие-то другие ещё, я не знаю, их очень много, но всегда заводите его,
[[2:20:42 | t=8442]] потому что это позволяет снизить нагрузку на ваших инфлюнс-менеджеров с точки зрения коммуникации. Если вы, э, любите переписываться в чатах, то, пожалуйста, делайте это меньше с инфлюнс-менеджерами, потому что, а, честно, коммуникации с блогерами предостаточно. Они всегда готовы поболтать, обсудить всё. Поэтому, знаете, здесь лучше это сократить, чтобы ваш просто, а, коллега, ваш подчинённый, а, не выгорал от всех вот этих постоянных чатов и переписок. Я лично
[[2:21:12 | t=8472]] такое вообще не люблю. Вот как-то так. И если коротко ещё раз по всему вебинару пройтись, инфлюнс без боя возможен, нужно к нему идти через, во-первых, во-первых, стратегию, потому что мы сначала прописываем смыслы и потом уже подбираем блогеров, никогда наоборот не делаем. Партнёрство. Блогер - это у нас, да, не подрядчик, а лицо бренда. И его воспринимать нужно именно так. Когда вы
[[2:21:42 | t=8502]] выбираете блогера, это по факту становится лицом вашего бренда. А блогеры начинают ассоциировать с брендом или бренд начинает ассоциировать с блогером. Поэтому подходите к этому с умом, да, по коммуникации она честная, прозрачная, а простая, да, чтобы у всех было понимание, что мы партнёры. Доверие, потому что мы даём свободу блогеру, но не убиваем контент. Мы ему даём, он делает. Тезисасы от него креатив. Вот работа выстраивается так в
[[2:22:13 | t=8533]] лучшем, а вообще идеальном варианте. И фреймы, и системы, а о, господи, фреймы и системы, потому что через чёткие процессы мы получаем спокойную команду, которая не выгорает, которая может работать с большим количеством блогеров. И самое главное помнить, что это всё про людей. Инфлюнс-маркетинг - это самый человечный человечный маркетинг. И поэтому нужно не забывать про человечность. А всё остальное уже у нас
[[2:22:43 | t=8563]] настраивается. Вот. Спасибо большое за просмотр. А что, будем отвечать на вопросы? Егор, да, Артём, большое спасибо тебе. Очень интересно, вдохновляюще у тебя получилось вдохновить меня и наших зрителей, думаю, тоже. Давай перейдём теперь к вопросам. Первый вопрос задаёт Светлана, и он очень сейчас актуален, должен признать.
[[2:23:14 | t=8594]] Как с 1 сентября вот делать инфлюнсмаркетинг в нельзя грамме? Есть ли вообще шансы и Лучк надежды? Аа вообще сейчас мы ориентируемся на рынок. Э сейчас пока до 1 сентября мы спокойно продолжаем там работать, потому что сейчас - очень много выгодных предложений. Блогеры реально делают скидки на размещение, поэтому, если что, вы ещё успеваете влететь вот в этот последний вагон и получить кучу кучу
[[2:23:44 | t=8624]] почти бесплатного охвата с огромной скидкой. С 1 сентября, если этот закон всё-таки вступит в силу, а в нашей стране может быть, что его отменят. Кто знает, да, что произойдёт тут на горизонте 3х месяцев? Я, если честно, не планирую дальше одного. Вот. Но если это всё-таки произойдёт, то, во-первых, сейчас мы наблюдаем, что блогеры перестраиваются из Инстаграма, да? заблокирован там на территории запрещённой, а перестраиваются перестраивают свою аудиторию в Telegram, в TikTok, уходят кто-то на YouTube. То
[[2:24:15 | t=8655]] есть, скорее всего, если это всё так придёт, во-первых, в Инстаграме в любом случае останется какая-то супенативная реклама. Э будут люди, бренды, блогеры, которые всё равно продолжат делать эту супернативную без ссылок, без призывов, просто такая, знаете, нативная. Вот пока мелькнуло у тебя в кадре что-то. Вот. А в большинстве своём рынок уйдёт в TikTok аналог рилсов и в Telegram. Да, это там аналог вот самого Инстаграма по факту.
[[2:24:46 | t=8686]] Интересно, спасибо. Напоминаю всем, что продукты МЕТА признаны запрещёнными на территории Российской Федерации и нежелательными. Дарья спрашивает: "Можете подробнее рассказать про маркировку? Вот когда её нужно делать, на каком этапе, как твой твой любимый раздел, как мы поняли из выступления? Ой, господи. Маркировка - это головная боль. Это, конечно, ужас. А и здесь рассказать, знаете, в трёх пунктах
[[2:25:17 | t=8717]] невозможно. У нас будет вебинар по по маркировке, кстати, по-моему, 26 июня у меня он запланирован. Так что, Дарья, если что, приходите. Вот. Но если кратко, то маркировку нужно делать практически всегда. А если вы даже на странице своего бренда призываете купить что-то, докладываете к этому ссылку, то это уже считается саморекламой. Если вы выставили какой-то пост с акциями или у вас даже на сайте есть вот это, знаете, баннер, типа там сегодня у нас sale
[[2:25:48 | t=8748]] -40%. Это тоже самая реклама, это тоже надо маркировать. Рекламу с блогерами нужно маркировать вообще практически в 90% случаев, потому что Роскомнадзор очень так расплывчато формулирует понятие нативная реклама. Там что-то она должна органично быть вставлена в контент, и если её вырезать, то потеряется смысл там всего повествования. Э, естественно, они могут прийти и сказать, что: "А вот мы вырезали и смысл не потерялся. Вот вам штраф за маркировку". Поэтому мой совет:
[[2:26:19 | t=8779]] делайте маркировку на вс, на всё, что вам кажется, если у вас появляется хоть какая-то доля сомнения. Нужна ли тут маркировка, делайте. Вот лишним не будет. Вот. Спасибо. Вот, Светлана, мы сейчас про работу с инфлюенсерами, поэтому не подразумеваем саморекламу. И когда вас размещает инфлюенсер, даже микроинфлюенсер, эту интеграцию обязательно нужно маркировать. Дарья, по ссылке на площадку, где будет вебинар, сканируйте сейчас QR-код Артёма. Я
[[2:26:51 | t=8811]] уверен, там вы найдёте всю подробную информацию. И последний вопрос. Давай перед последним вопросом я тоже хочу с тобой пообщаться. Вот мы сейчас про маркировку поговорили, что надо маркировать. Как вот относишься к ситуации, когда крупный бренд делает вот нативную рекламу, прямо пытается сделать её нативно, но в итоге всё равно вставляет плашку там ерит и информацию, в общем, о рекламодателя. Вот как относишься к такой ситуации? Это норм
[[2:27:23 | t=8843]] или вот крупному бренду в данном случае уж лучше прямо, ну, денег на штраф не пожалеть, но реклама выглядела, чтобы прямо полностью мативно на 100%. Слушай, я вообще в любом случае за максимальную безопасность денег и за максимальную безопасность вот бренда, потому что если бы это был просто штраф, если бы тебе просто прилетел счёт там на оплату 100 или 500.000 руб., да, там для крупных брендов это буквально копейка, они её заплатят легко. Просто там есть
[[2:27:55 | t=8875]] ещё какие-то больше уточнения, что если это там три раза за какой-то период, то там наступает вообще какой-то апокалипсис, тебя там чуть ли не на кол сажают. Поэтому, естественно, в любом случае маркируйте, потому что это, в принципе, процесс несложный. Ээ чуть ручками надо поработать, да, лишние там 5 минут потратить, но зато у вас все ваши деньги будут в безопасности, ваша репутация. Круто. Спасибо, что подсветил. Алексей спрашивает, что эффективнее:
